"","temp","nr","stability","S","CA","CS","CB","N"
"9904",299.037248322148,0.0526510067114094,"seagrass",1019.21,0.88,8.41,13602.68,0.02
"9905",299.09966442953,0.0526510067114094,"seagrass",1019.2,0.88,8.41,13534.86,0.02
"9906",299.162080536913,0.0526510067114094,"seagrass",1019.2,0.88,8.41,13467.4,0.02
"9907",299.224496644295,0.0526510067114094,"seagrass",1019.2,0.88,8.41,13400.29,0.02
"9908",299.286912751678,0.0526510067114094,"seagrass",1019.19,0.88,8.41,13333.52,0.02
"9909",299.34932885906,0.0526510067114094,"seagrass",1019.19,0.88,8.41,13267.1,0.02
"9910",299.411744966443,0.0526510067114094,"seagrass",1019.18,0.88,8.41,13201.02,0.02
"9911",299.474161073826,0.0526510067114094,"seagrass",1019.18,0.87,8.41,13135.28,0.02
"9912",299.536577181208,0.0526510067114094,"seagrass",1019.17,0.87,8.41,13069.89,0.02
"9913",299.598993288591,0.0526510067114094,"seagrass",1019.16,0.87,8.41,13004.82,0.02
"9914",299.661409395973,0.0526510067114094,"seagrass",1019.15,0.87,8.41,12940.09,0.02
"9915",299.723825503356,0.0526510067114094,"seagrass",1019.14,0.87,8.41,12875.7,0.02
"9916",299.786241610738,0.0526510067114094,"seagrass",1019.13,0.87,8.41,12811.63,0.02
"9917",299.848657718121,0.0526510067114094,"seagrass",1019.11,0.87,8.41,12747.9,0.02
"9918",299.911073825503,0.0526510067114094,"seagrass",1019.1,0.87,8.41,12684.49,0.02
"9919",299.973489932886,0.0526510067114094,"seagrass",1019.09,0.87,8.41,12621.4,0.02
"9920",300.035906040268,0.0526510067114094,"seagrass",1019.07,0.86,8.41,12558.64,0.02
"9921",300.098322147651,0.0526510067114094,"seagrass",1019.05,0.86,8.41,12496.19,0.02
"9922",300.160738255034,0.0526510067114094,"seagrass",1019.03,0.86,8.41,12434.07,0.02
"9923",300.223154362416,0.0526510067114094,"seagrass",1019.01,0.86,8.41,12372.26,0.02
"9924",300.285570469799,0.0526510067114094,"seagrass",1018.99,0.86,8.41,12310.77,0.02
"9925",300.347986577181,0.0526510067114094,"seagrass",1018.97,0.86,8.41,12249.59,0.02
"9926",300.410402684564,0.0526510067114094,"seagrass",1018.94,0.86,8.41,12188.72,0.02
"9927",300.472818791946,0.0526510067114094,"seagrass",1018.92,0.86,8.41,12128.16,0.02
"9928",300.535234899329,0.0526510067114094,"seagrass",1018.89,0.86,8.41,12067.9,0.02
"9929",300.597651006711,0.0526510067114094,"seagrass",1018.86,0.85,8.41,12007.95,0.02
"9930",300.660067114094,0.0526510067114094,"seagrass",1018.83,0.85,8.41,11948.3,0.02
"9931",300.722483221477,0.0526510067114094,"seagrass",1018.8,0.85,8.41,11888.95,0.02
"9932",300.784899328859,0.0526510067114094,"seagrass",1018.77,0.85,8.41,11829.9,0.02
"9933",300.847315436242,0.0526510067114094,"seagrass",1018.74,0.85,8.41,11771.15,0.02
"9934",300.909731543624,0.0526510067114094,"seagrass",1018.7,0.85,8.41,11712.69,0.02
"9935",300.972147651007,0.0526510067114094,"seagrass",1018.66,0.85,8.4,11654.53,0.02
"9936",301.034563758389,0.0526510067114094,"seagrass",1018.62,0.85,8.4,11596.65,0.02
"9937",301.096979865772,0.0526510067114094,"seagrass",1018.58,0.85,8.4,11539.06,0.02
"9938",301.159395973154,0.0526510067114094,"seagrass",1018.54,0.84,8.4,11481.76,0.02
"9939",301.221812080537,0.0526510067114094,"seagrass",1018.49,0.84,8.4,11424.74,0.02
"9940",301.284228187919,0.0526510067114094,"seagrass",1018.44,0.84,8.4,11368.01,0.02
"9941",301.346644295302,0.0526510067114094,"seagrass",1018.39,0.84,8.4,11311.55,0.02
"9942",301.409060402685,0.0526510067114094,"seagrass",1018.34,0.84,8.4,11255.38,0.02
"9943",301.471476510067,0.0526510067114094,"seagrass",1018.29,0.84,8.4,11199.48,0.02
"9944",301.53389261745,0.0526510067114094,"seagrass",1018.23,0.84,8.4,11143.85,0.02
"9945",301.596308724832,0.0526510067114094,"seagrass",1018.17,0.84,8.4,11088.49,0.02
"9946",301.658724832215,0.0526510067114094,"seagrass",1018.11,0.84,8.4,11033.41,0.02
"9947",301.721140939597,0.0526510067114094,"seagrass",1018.05,0.83,8.4,10978.59,0.02
"9948",301.78355704698,0.0526510067114094,"seagrass",1017.98,0.83,8.4,10924.03,0.02
"9949",301.845973154362,0.0526510067114094,"seagrass",1017.91,0.83,8.4,10869.74,0.02
"9950",301.908389261745,0.0526510067114094,"seagrass",1017.84,0.83,8.4,10815.71,0.02
"9951",301.970805369128,0.0526510067114094,"seagrass",1017.76,0.83,8.4,10761.93,0.02
"9952",302.03322147651,0.0526510067114094,"seagrass",1017.68,0.83,8.39,10708.41,0.02
"9953",302.095637583893,0.0526510067114094,"seagrass",1017.6,0.83,8.39,10655.15,0.02
"9954",302.158053691275,0.0526510067114094,"seagrass",1017.52,0.83,8.39,10602.13,0.02
"9955",302.220469798658,0.0526510067114094,"seagrass",1017.43,0.82,8.39,10549.37,0.02
"9956",302.28288590604,0.0526510067114094,"seagrass",1017.33,0.82,8.39,10496.84,0.02
"9957",302.345302013423,0.0526510067114094,"seagrass",1017.24,0.82,8.39,10444.57,0.02
"9958",302.407718120805,0.0526510067114094,"seagrass",1017.14,0.82,8.39,10392.53,0.02
"9959",302.470134228188,0.0526510067114094,"seagrass",1017.03,0.82,8.39,10340.72,0.02
"9960",302.53255033557,0.0526510067114094,"seagrass",1016.92,0.82,8.39,10289.16,0.02
"9961",302.594966442953,0.0526510067114094,"seagrass",1016.81,0.82,8.39,10237.82,0.02
"9962",302.657382550336,0.0526510067114094,"seagrass",1016.69,0.82,8.39,10186.71,0.02
"9963",302.719798657718,0.0526510067114094,"seagrass",1016.56,0.82,8.38,10135.83,0.02
"9964",302.782214765101,0.0526510067114094,"seagrass",1016.43,0.81,8.38,10085.17,0.02
"9965",302.844630872483,0.0526510067114094,"seagrass",1016.29,0.81,8.38,10034.73,0.02
"9966",302.907046979866,0.0526510067114094,"seagrass",1016.15,0.81,8.38,9984.5,0.02
"9967",302.969463087248,0.0526510067114094,"seagrass",1016,0.81,8.38,9934.48,0.02
"9968",303.031879194631,0.0526510067114094,"seagrass",1015.85,0.81,8.38,9884.67,0.02
"9969",303.094295302013,0.0526510067114094,"seagrass",1015.68,0.81,8.38,9835.07,0.02
"9970",303.156711409396,0.0526510067114094,"seagrass",1015.51,0.81,8.38,9785.66,0.02
"9971",303.219127516779,0.0526510067114094,"seagrass",1015.33,0.81,8.37,9736.44,0.02
"9972",303.281543624161,0.0526510067114094,"seagrass",1015.15,0.8,8.37,9687.42,0.02
"9973",303.343959731544,0.0526510067114094,"seagrass",1014.95,0.8,8.37,9638.58,0.02
"9974",303.406375838926,0.0526510067114094,"seagrass",1014.74,0.8,8.37,9589.92,0.02
"9975",303.468791946309,0.0526510067114094,"seagrass",1014.52,0.8,8.37,9541.43,0.02
"9976",303.531208053691,0.0526510067114094,"seagrass",1014.29,0.8,8.36,9493.1,0.03
"9977",303.593624161074,0.0526510067114094,"seagrass",1014.05,0.8,8.36,9444.94,0.03
"9978",303.656040268456,0.0526510067114094,"seagrass",1013.8,0.8,8.36,9396.93,0.03
"9979",303.718456375839,0.0526510067114094,"bistable",1013.53,0.8,8.36,9349.07,0.03
"9980",303.780872483221,0.0526510067114094,"bistable",1013.25,0.8,8.36,9301.34,0.03
"9981",303.843288590604,0.0526510067114094,"bistable",1012.95,0.79,8.35,9253.74,0.03
"9982",303.905704697987,0.0526510067114094,"bistable",1012.63,0.79,8.35,9206.25,0.03
"9983",303.968120805369,0.0526510067114094,"bistable",1012.3,0.79,8.35,9158.87,0.03
"9984",304.030536912752,0.0526510067114094,"bistable",1011.94,0.79,8.35,9111.59,0.03
"9985",304.092953020134,0.0526510067114094,"bistable",1011.56,0.79,8.34,9064.39,0.03
"9986",304.155369127517,0.0526510067114094,"bistable",1011.16,0.79,8.34,9017.25,0.03
"9987",304.217785234899,0.0526510067114094,"bistable",1010.73,0.79,8.34,8970.16,0.03
"9988",304.280201342282,0.0526510067114094,"bistable",1010.27,0.79,8.33,8923.1,0.03
"9989",304.342617449664,0.0526510067114094,"bistable",1009.78,0.78,8.33,8876.06,0.03
"9990",304.405033557047,0.0526510067114094,"bistable",1009.26,0.78,8.32,8829,0.03
"9991",304.46744966443,0.0526510067114094,"bistable",1008.7,0.78,8.32,8781.9,0.03
"9992",304.529865771812,0.0526510067114094,"bistable",1008.09,0.78,8.31,8734.73,0.04
"9993",304.592281879195,0.0526510067114094,"bistable",1007.43,0.78,8.31,8687.45,0.04
"9994",304.654697986577,0.0526510067114094,"bistable",1006.72,0.78,8.3,8640.03,0.04
"9995",304.71711409396,0.0526510067114094,"bistable",1005.95,0.78,8.3,8592.42,0.04
"9996",304.779530201342,0.0526510067114094,"bistable",1005.11,0.78,8.29,8544.56,0.04
"9997",304.841946308725,0.0526510067114094,"bistable",1004.2,0.77,8.28,8496.39,0.04
"9998",304.904362416107,0.0526510067114094,"bistable",1003.19,0.77,8.27,8447.83,0.04
"9999",304.96677852349,0.0526510067114094,"bistable",1002.08,0.77,8.27,8398.8,0.04
"10000",305.029194630872,0.0526510067114094,"bistable",1000.86,0.77,8.26,8349.17,0.05
"10001",305.091610738255,0.0526510067114094,"bistable",999.5,0.77,8.25,8298.83,0.05
"10002",305.154026845638,0.0526510067114094,"bistable",997.97,0.77,8.23,8247.6,0.05
"10003",305.21644295302,0.0526510067114094,"bistable",996.25,0.77,8.22,8195.27,0.05
"10004",305.278859060403,0.0526510067114094,"bistable",994.3,0.76,8.2,8141.6,0.06
"10005",305.341275167785,0.0526510067114094,"bistable",992.07,0.76,8.19,8086.23,0.06
"10006",305.403691275168,0.0526510067114094,"bistable",989.5,0.76,8.17,8028.73,0.07
"10007",305.46610738255,0.0526510067114094,"bistable",986.5,0.76,8.14,7968.53,0.07
"10008",305.528523489933,0.0526510067114094,"bistable",982.95,0.76,8.11,7904.82,0.08
"10009",305.590939597315,0.0526510067114094,"bistable",978.68,0.76,8.08,7836.5,0.08
"10010",305.653355704698,0.0526510067114094,"bistable",973.47,0.76,8.04,7761.96,0.09
"10011",305.715771812081,0.0526510067114094,"bistable",966.96,0.75,7.99,7678.77,0.1
"10012",305.778187919463,0.0526510067114094,"bistable",958.58,0.75,7.92,7583.14,0.11
"10013",305.840604026846,0.0526510067114094,"bistable",947.4,0.75,7.84,7468.68,0.13
"10014",305.903020134228,0.0526510067114094,"bistable",931.7,0.75,7.71,7323.72,0.16
"10015",305.965436241611,0.0526510067114094,"bistable",907.95,0.75,7.53,7124.35,0.2
"10016",306.027852348993,0.0526510067114094,"bistable",867.44,0.74,7.21,6811.16,0.26
"10017",306.090268456376,0.0526510067114094,"bistable",778.13,0.73,6.51,6165.3,0.4
"10018",306.152684563758,0.0526510067114094,"bare",0,0.14,0,118.03,1.15
"10019",306.215100671141,0.0526510067114094,"bare",0,0.14,0,117.3,1.15
"10020",306.277516778523,0.0526510067114094,"bare",0,0.14,0,116.58,1.15
"10021",306.339932885906,0.0526510067114094,"bare",0,0.14,0,115.86,1.15
"10022",306.402348993289,0.0526510067114094,"bare",0,0.14,0,115.14,1.15
"10023",306.464765100671,0.0526510067114094,"bare",0,0.14,0,114.43,1.15
"10024",306.527181208054,0.0526510067114094,"bare",0,0.14,0,113.72,1.15
"10025",306.589597315436,0.0526510067114094,"bare",0,0.14,0,113.02,1.15
"10026",306.652013422819,0.0526510067114094,"bare",0,0.14,0,112.32,1.15
"10027",306.714429530201,0.0526510067114094,"bare",0,0.14,0,111.63,1.15
"10028",306.776845637584,0.0526510067114094,"bare",0,0.14,0,110.94,1.15
"10029",306.839261744966,0.0526510067114094,"bare",0,0.14,0,110.25,1.15
"10030",306.901677852349,0.0526510067114094,"bare",0,0.14,0,109.57,1.15
"10031",306.964093959732,0.0526510067114094,"bare",0,0.14,0,108.89,1.15
"10032",307.026510067114,0.0526510067114094,"bare",0,0.14,0,108.21,1.15
"10033",307.088926174497,0.0526510067114094,"bare",0,0.14,0,107.54,1.15
"10034",307.151342281879,0.0526510067114094,"bare",0,0.14,0,106.87,1.15
"10035",307.213758389262,0.0526510067114094,"bare",0,0.14,0,106.21,1.15
"10036",307.276174496644,0.0526510067114094,"bare",0,0.14,0,105.55,1.15
"10037",307.338590604027,0.0526510067114094,"bare",0,0.14,0,104.9,1.15
"10038",307.401006711409,0.0526510067114094,"bare",0,0.14,0,104.24,1.15
"10039",307.463422818792,0.0526510067114094,"bare",0,0.14,0,103.6,1.15
"10040",307.525838926174,0.0526510067114094,"bare",0,0.14,0,102.95,1.15
"10041",307.588255033557,0.0526510067114094,"bare",0,0.14,0,102.31,1.15
"10042",307.65067114094,0.0526510067114094,"bare",0,0.14,0,101.67,1.15
"10043",307.713087248322,0.0526510067114094,"bare",0,0.14,0,101.04,1.15
"10044",307.775503355705,0.0526510067114094,"bare",0,0.14,0,100.41,1.15
"10045",307.837919463087,0.0526510067114094,"bare",0,0.14,0,99.79,1.15
"10046",307.90033557047,0.0526510067114094,"bare",0,0.14,0,99.17,1.15
"10047",307.962751677852,0.0526510067114094,"bare",0,0.13,0,98.55,1.15
"10048",308.025167785235,0.0526510067114094,"bare",0,0.13,0,97.93,1.15
"10049",308.087583892617,0.0526510067114094,"bare",0,0.13,0,97.32,1.15
"10050",308.15,0.0526510067114094,"bare",0,0.13,0,96.71,1.15
"10051",298.85,0.0532214765100671,"seagrass",1019.09,0.88,8.41,13806.87,0.02
"10052",298.912416107383,0.0532214765100671,"seagrass",1019.09,0.88,8.41,13738,0.02
"10053",298.974832214765,0.0532214765100671,"seagrass",1019.09,0.88,8.41,13669.49,0.02
"10054",299.037248322148,0.0532214765100671,"seagrass",1019.09,0.88,8.41,13601.33,0.02
"10055",299.09966442953,0.0532214765100671,"seagrass",1019.09,0.88,8.41,13533.52,0.02
"10056",299.162080536913,0.0532214765100671,"seagrass",1019.09,0.88,8.41,13466.07,0.02
"10057",299.224496644295,0.0532214765100671,"seagrass",1019.08,0.88,8.41,13398.96,0.02
"10058",299.286912751678,0.0532214765100671,"seagrass",1019.08,0.88,8.41,13332.2,0.02
"10059",299.34932885906,0.0532214765100671,"seagrass",1019.07,0.88,8.41,13265.78,0.02
"10060",299.411744966443,0.0532214765100671,"seagrass",1019.07,0.88,8.41,13199.71,0.02
"10061",299.474161073826,0.0532214765100671,"seagrass",1019.06,0.87,8.41,13133.98,0.02
"10062",299.536577181208,0.0532214765100671,"seagrass",1019.05,0.87,8.41,13068.58,0.02
"10063",299.598993288591,0.0532214765100671,"seagrass",1019.05,0.87,8.41,13003.53,0.02
"10064",299.661409395973,0.0532214765100671,"seagrass",1019.04,0.87,8.41,12938.8,0.02
"10065",299.723825503356,0.0532214765100671,"seagrass",1019.02,0.87,8.41,12874.41,0.02
"10066",299.786241610738,0.0532214765100671,"seagrass",1019.01,0.87,8.41,12810.35,0.02
"10067",299.848657718121,0.0532214765100671,"seagrass",1019,0.87,8.41,12746.62,0.02
"10068",299.911073825503,0.0532214765100671,"seagrass",1018.98,0.87,8.41,12683.21,0.02
"10069",299.973489932886,0.0532214765100671,"seagrass",1018.97,0.87,8.41,12620.13,0.02
"10070",300.035906040268,0.0532214765100671,"seagrass",1018.95,0.86,8.41,12557.37,0.02
"10071",300.098322147651,0.0532214765100671,"seagrass",1018.93,0.86,8.41,12494.93,0.02
"10072",300.160738255034,0.0532214765100671,"seagrass",1018.92,0.86,8.41,12432.81,0.02
"10073",300.223154362416,0.0532214765100671,"seagrass",1018.9,0.86,8.41,12371.01,0.02
"10074",300.285570469799,0.0532214765100671,"seagrass",1018.87,0.86,8.41,12309.52,0.02
"10075",300.347986577181,0.0532214765100671,"seagrass",1018.85,0.86,8.41,12248.34,0.02
"10076",300.410402684564,0.0532214765100671,"seagrass",1018.83,0.86,8.41,12187.47,0.02
"10077",300.472818791946,0.0532214765100671,"seagrass",1018.8,0.86,8.41,12126.91,0.02
"10078",300.535234899329,0.0532214765100671,"seagrass",1018.77,0.86,8.41,12066.66,0.02
"10079",300.597651006711,0.0532214765100671,"seagrass",1018.74,0.85,8.41,12006.71,0.02
"10080",300.660067114094,0.0532214765100671,"seagrass",1018.71,0.85,8.41,11947.07,0.02
"10081",300.722483221477,0.0532214765100671,"seagrass",1018.68,0.85,8.41,11887.72,0.02
"10082",300.784899328859,0.0532214765100671,"seagrass",1018.65,0.85,8.41,11828.67,0.02
"10083",300.847315436242,0.0532214765100671,"seagrass",1018.61,0.85,8.4,11769.92,0.02
"10084",300.909731543624,0.0532214765100671,"seagrass",1018.58,0.85,8.4,11711.47,0.02
"10085",300.972147651007,0.0532214765100671,"seagrass",1018.54,0.85,8.4,11653.3,0.02
"10086",301.034563758389,0.0532214765100671,"seagrass",1018.5,0.85,8.4,11595.43,0.02
"10087",301.096979865772,0.0532214765100671,"seagrass",1018.46,0.85,8.4,11537.84,0.02
"10088",301.159395973154,0.0532214765100671,"seagrass",1018.41,0.84,8.4,11480.54,0.02
"10089",301.221812080537,0.0532214765100671,"seagrass",1018.37,0.84,8.4,11423.52,0.02
"10090",301.284228187919,0.0532214765100671,"seagrass",1018.32,0.84,8.4,11366.79,0.02
"10091",301.346644295302,0.0532214765100671,"seagrass",1018.27,0.84,8.4,11310.34,0.02
"10092",301.409060402685,0.0532214765100671,"seagrass",1018.22,0.84,8.4,11254.16,0.02
"10093",301.471476510067,0.0532214765100671,"seagrass",1018.16,0.84,8.4,11198.26,0.02
"10094",301.53389261745,0.0532214765100671,"seagrass",1018.1,0.84,8.4,11142.63,0.02
"10095",301.596308724832,0.0532214765100671,"seagrass",1018.05,0.84,8.4,11087.27,0.02
"10096",301.658724832215,0.0532214765100671,"seagrass",1017.98,0.84,8.4,11032.19,0.02
"10097",301.721140939597,0.0532214765100671,"seagrass",1017.92,0.83,8.4,10977.36,0.02
"10098",301.78355704698,0.0532214765100671,"seagrass",1017.85,0.83,8.4,10922.81,0.02
"10099",301.845973154362,0.0532214765100671,"seagrass",1017.78,0.83,8.4,10868.51,0.02
"10100",301.908389261745,0.0532214765100671,"seagrass",1017.71,0.83,8.4,10814.48,0.02
"10101",301.970805369128,0.0532214765100671,"seagrass",1017.63,0.83,8.39,10760.7,0.02
"10102",302.03322147651,0.0532214765100671,"seagrass",1017.55,0.83,8.39,10707.18,0.02
"10103",302.095637583893,0.0532214765100671,"seagrass",1017.47,0.83,8.39,10653.92,0.02
"10104",302.158053691275,0.0532214765100671,"seagrass",1017.38,0.83,8.39,10600.9,0.02
"10105",302.220469798658,0.0532214765100671,"seagrass",1017.29,0.82,8.39,10548.13,0.02
"10106",302.28288590604,0.0532214765100671,"seagrass",1017.2,0.82,8.39,10495.6,0.02
"10107",302.345302013423,0.0532214765100671,"seagrass",1017.1,0.82,8.39,10443.32,0.02
"10108",302.407718120805,0.0532214765100671,"seagrass",1017,0.82,8.39,10391.28,0.02
"10109",302.470134228188,0.0532214765100671,"seagrass",1016.89,0.82,8.39,10339.47,0.02
"10110",302.53255033557,0.0532214765100671,"seagrass",1016.78,0.82,8.39,10287.9,0.02
"10111",302.594966442953,0.0532214765100671,"seagrass",1016.66,0.82,8.39,10236.56,0.02
"10112",302.657382550336,0.0532214765100671,"seagrass",1016.54,0.82,8.38,10185.44,0.02
"10113",302.719798657718,0.0532214765100671,"seagrass",1016.42,0.82,8.38,10134.55,0.02
"10114",302.782214765101,0.0532214765100671,"seagrass",1016.28,0.81,8.38,10083.89,0.02
"10115",302.844630872483,0.0532214765100671,"seagrass",1016.15,0.81,8.38,10033.44,0.02
"10116",302.907046979866,0.0532214765100671,"seagrass",1016,0.81,8.38,9983.2,0.02
"10117",302.969463087248,0.0532214765100671,"seagrass",1015.85,0.81,8.38,9933.18,0.02
"10118",303.031879194631,0.0532214765100671,"seagrass",1015.69,0.81,8.38,9883.36,0.02
"10119",303.094295302013,0.0532214765100671,"seagrass",1015.53,0.81,8.38,9833.74,0.02
"10120",303.156711409396,0.0532214765100671,"seagrass",1015.36,0.81,8.37,9784.32,0.02
"10121",303.219127516779,0.0532214765100671,"seagrass",1015.18,0.81,8.37,9735.1,0.02
"10122",303.281543624161,0.0532214765100671,"seagrass",1014.99,0.8,8.37,9686.06,0.02
"10123",303.343959731544,0.0532214765100671,"seagrass",1014.79,0.8,8.37,9637.21,0.02
"10124",303.406375838926,0.0532214765100671,"seagrass",1014.58,0.8,8.37,9588.54,0.02
"10125",303.468791946309,0.0532214765100671,"seagrass",1014.36,0.8,8.37,9540.03,0.03
"10126",303.531208053691,0.0532214765100671,"seagrass",1014.12,0.8,8.36,9491.7,0.03
"10127",303.593624161074,0.0532214765100671,"seagrass",1013.88,0.8,8.36,9443.52,0.03
"10128",303.656040268456,0.0532214765100671,"seagrass",1013.62,0.8,8.36,9395.49,0.03
"10129",303.718456375839,0.0532214765100671,"bistable",1013.35,0.8,8.36,9347.61,0.03
"10130",303.780872483221,0.0532214765100671,"bistable",1013.07,0.8,8.35,9299.86,0.03
"10131",303.843288590604,0.0532214765100671,"bistable",1012.76,0.79,8.35,9252.24,0.03
"10132",303.905704697987,0.0532214765100671,"bistable",1012.44,0.79,8.35,9204.74,0.03
"10133",303.968120805369,0.0532214765100671,"bistable",1012.11,0.79,8.35,9157.34,0.03
"10134",304.030536912752,0.0532214765100671,"bistable",1011.75,0.79,8.34,9110.03,0.03
"10135",304.092953020134,0.0532214765100671,"bistable",1011.36,0.79,8.34,9062.8,0.03
"10136",304.155369127517,0.0532214765100671,"bistable",1010.96,0.79,8.34,9015.64,0.03
"10137",304.217785234899,0.0532214765100671,"bistable",1010.52,0.79,8.33,8968.52,0.03
"10138",304.280201342282,0.0532214765100671,"bistable",1010.06,0.79,8.33,8921.43,0.03
"10139",304.342617449664,0.0532214765100671,"bistable",1009.57,0.78,8.33,8874.35,0.03
"10140",304.405033557047,0.0532214765100671,"bistable",1009.03,0.78,8.32,8827.25,0.03
"10141",304.46744966443,0.0532214765100671,"bistable",1008.46,0.78,8.32,8780.11,0.03
"10142",304.529865771812,0.0532214765100671,"bistable",1007.85,0.78,8.31,8732.9,0.04
"10143",304.592281879195,0.0532214765100671,"bistable",1007.19,0.78,8.31,8685.58,0.04
"10144",304.654697986577,0.0532214765100671,"bistable",1006.47,0.78,8.3,8638.11,0.04
"10145",304.71711409396,0.0532214765100671,"bistable",1005.69,0.78,8.29,8590.44,0.04
"10146",304.779530201342,0.0532214765100671,"bistable",1004.84,0.78,8.29,8542.52,0.04
"10147",304.841946308725,0.0532214765100671,"bistable",1003.92,0.77,8.28,8494.28,0.04
"10148",304.904362416107,0.0532214765100671,"bistable",1002.9,0.77,8.27,8445.66,0.04
"10149",304.96677852349,0.0532214765100671,"bistable",1001.78,0.77,8.26,8396.54,0.05
"10150",305.029194630872,0.0532214765100671,"bistable",1000.54,0.77,8.25,8346.83,0.05
"10151",305.091610738255,0.0532214765100671,"bistable",999.16,0.77,8.24,8296.39,0.05
"10152",305.154026845638,0.0532214765100671,"bistable",997.62,0.77,8.23,8245.04,0.05
"10153",305.21644295302,0.0532214765100671,"bistable",995.88,0.77,8.22,8192.59,0.05
"10154",305.278859060403,0.0532214765100671,"bistable",993.91,0.76,8.2,8138.77,0.06
"10155",305.341275167785,0.0532214765100671,"bistable",991.66,0.76,8.18,8083.24,0.06
"10156",305.403691275168,0.0532214765100671,"bistable",989.06,0.76,8.16,8025.56,0.07
"10157",305.46610738255,0.0532214765100671,"bistable",986.02,0.76,8.14,7965.13,0.07
"10158",305.528523489933,0.0532214765100671,"bistable",982.43,0.76,8.11,7901.16,0.08
"10159",305.590939597315,0.0532214765100671,"bistable",978.12,0.76,8.08,7832.52,0.08
"10160",305.653355704698,0.0532214765100671,"bistable",972.86,0.76,8.04,7757.59,0.09
"10161",305.715771812081,0.0532214765100671,"bistable",966.27,0.75,7.98,7673.92,0.1
"10162",305.778187919463,0.0532214765100671,"bistable",957.8,0.75,7.92,7577.65,0.12
"10163",305.840604026846,0.0532214765100671,"bistable",946.49,0.75,7.83,7462.33,0.13
"10164",305.903020134228,0.0532214765100671,"bistable",930.6,0.75,7.71,7316.15,0.16
"10165",305.965436241611,0.0532214765100671,"bistable",906.58,0.75,7.52,7114.88,0.2
"10166",306.027852348993,0.0532214765100671,"bistable",865.56,0.74,7.2,6798.23,0.26
"10167",306.090268456376,0.0532214765100671,"bistable",774.87,0.73,6.48,6142.88,0.41
"10168",306.152684563758,0.0532214765100671,"bare",0,0.14,0,118.03,1.15
"10169",306.215100671141,0.0532214765100671,"bare",0,0.14,0,117.3,1.15
"10170",306.277516778523,0.0532214765100671,"bare",0,0.14,0,116.58,1.15
"10171",306.339932885906,0.0532214765100671,"bare",0,0.14,0,115.86,1.15
"10172",306.402348993289,0.0532214765100671,"bare",0,0.14,0,115.14,1.15
"10173",306.464765100671,0.0532214765100671,"bare",0,0.14,0,114.43,1.15
"10174",306.527181208054,0.0532214765100671,"bare",0,0.14,0,113.72,1.15
"10175",306.589597315436,0.0532214765100671,"bare",0,0.14,0,113.02,1.15
"10176",306.652013422819,0.0532214765100671,"bare",0,0.14,0,112.32,1.15
"10177",306.714429530201,0.0532214765100671,"bare",0,0.14,0,111.63,1.15
"10178",306.776845637584,0.0532214765100671,"bare",0,0.14,0,110.94,1.15
"10179",306.839261744966,0.0532214765100671,"bare",0,0.14,0,110.25,1.15
"10180",306.901677852349,0.0532214765100671,"bare",0,0.14,0,109.57,1.15
"10181",306.964093959732,0.0532214765100671,"bare",0,0.14,0,108.89,1.15
"10182",307.026510067114,0.0532214765100671,"bare",0,0.14,0,108.21,1.15
"10183",307.088926174497,0.0532214765100671,"bare",0,0.14,0,107.54,1.15
"10184",307.151342281879,0.0532214765100671,"bare",0,0.14,0,106.87,1.15
"10185",307.213758389262,0.0532214765100671,"bare",0,0.14,0,106.21,1.15
"10186",307.276174496644,0.0532214765100671,"bare",0,0.14,0,105.55,1.15
"10187",307.338590604027,0.0532214765100671,"bare",0,0.14,0,104.9,1.15
"10188",307.401006711409,0.0532214765100671,"bare",0,0.14,0,104.24,1.15
"10189",307.463422818792,0.0532214765100671,"bare",0,0.14,0,103.6,1.15
"10190",307.525838926174,0.0532214765100671,"bare",0,0.14,0,102.95,1.15
"10191",307.588255033557,0.0532214765100671,"bare",0,0.14,0,102.31,1.15
"10192",307.65067114094,0.0532214765100671,"bare",0,0.14,0,101.67,1.15
"10193",307.713087248322,0.0532214765100671,"bare",0,0.14,0,101.04,1.15
"10194",307.775503355705,0.0532214765100671,"bare",0,0.14,0,100.41,1.15
"10195",307.837919463087,0.0532214765100671,"bare",0,0.14,0,99.79,1.15
"10196",307.90033557047,0.0532214765100671,"bare",0,0.14,0,99.17,1.15
"10197",307.962751677852,0.0532214765100671,"bare",0,0.13,0,98.55,1.15
"10198",308.025167785235,0.0532214765100671,"bare",0,0.13,0,97.93,1.15
"10199",308.087583892617,0.0532214765100671,"bare",0,0.13,0,97.32,1.15
"10200",308.15,0.0532214765100671,"bare",0,0.13,0,96.71,1.15
"10201",298.85,0.0537919463087248,"seagrass",1018.97,0.88,8.41,13805.5,0.02
"10202",298.912416107383,0.0537919463087248,"seagrass",1018.98,0.88,8.41,13736.64,0.02
"10203",298.974832214765,0.0537919463087248,"seagrass",1018.98,0.88,8.41,13668.13,0.02
"10204",299.037248322148,0.0537919463087248,"seagrass",1018.98,0.88,8.41,13599.98,0.02
"10205",299.09966442953,0.0537919463087248,"seagrass",1018.97,0.88,8.41,13532.18,0.02
"10206",299.162080536913,0.0537919463087248,"seagrass",1018.97,0.88,8.41,13464.73,0.02
"10207",299.224496644295,0.0537919463087248,"seagrass",1018.97,0.88,8.41,13397.63,0.02
